English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
epidemic	1	1	1	1	0	1	0	1	1	0	epidemi
episcopal	0	0	0	0	0	0	0	0	0	1	episkopal
epitaph	0	0	0	0	0	0	0	1	0	0	tulisan di batu nisan
equality	0	0	0	0	1	0	1	0	0	1	persamaan
eradicate	1	0	0	0	0	1	0	0	0	0	membasmi
eradication	1	0	1	1	0	1	0	0	0	0	pemberantasan
erase	0	0	0	1	0	1	0	0	0	0	menghapus
erotic	0	1	0	0	1	1	1	0	1	1	erotis
errand	0	1	0	0	0	0	1	0	0	1	tugas
erratic	0	0	0	0	0	1	0	0	1	0	tak menentu
error	0	0	0	0	0	1	0	1	0	0	kesalahan
erupt	1	0	0	0	0	1	0	0	1	0	meletus
eruption	1	0	0	1	0	1	0	0	1	0	letusan
escalate	1	0	0	0	0	1	0	0	0	0	meningkatkan
escape	0	1	0	1	0	1	1	0	0	0	melarikan diri
escaped	0	0	0	1	0	0	0	0	0	0	lolos
eschew	1	0	0	0	0	1	0	1	0	0	menjauhkan diri
escort	0	0	0	0	0	0	0	0	0	1	pengawal
establish	0	0	0	0	0	0	0	0	0	1	mendirikan
established	0	0	0	0	1	0	1	0	0	0	mapan
esteem	0	0	0	0	1	0	1	1	0	1	menghargai
ethereal	0	0	0	1	0	0	0	0	0	0	sangat halus
euthanasia	0	0	0	1	0	1	0	1	0	0	eutanasia
evacuate	0	0	0	1	0	1	0	0	0	0	evakuasi
evade	1	0	1	1	0	1	0	0	0	0	menghindari
evanescence	0	0	0	0	0	0	0	1	1	0	kehilangan dr pandangan
evasion	0	0	0	1	0	1	0	1	0	0	penghindaran
eventual	0	1	0	0	0	0	0	0	0	0	akhirnya
eventuality	0	1	0	1	0	0	0	0	0	0	kemungkinan
evergreen	0	0	0	0	1	0	1	0	0	1	hijau abadi
evict	0	0	0	0	0	1	0	1	0	0	mengusir
eviction	1	0	1	1	0	1	0	1	0	0	pengusiran
evident	0	0	0	0	0	0	1	0	0	1	jelas
evil	1	0	1	1	0	1	0	1	0	0	kejahatan
exacerbation	1	0	0	1	0	1	0	0	0	0	eksaserbasi
exaggerate	1	0	0	0	0	1	0	0	0	0	berlebihan
exalt	0	1	0	0	1	0	1	0	0	1	mengagungkan
exaltation	0	0	0	0	1	0	1	0	0	1	peninggian
exalted	0	0	0	0	1	0	1	0	0	1	mulia
examination	0	0	0	1	0	1	0	0	1	0	penyelidikan
exasperation	1	0	1	0	0	1	0	0	0	0	kejengkelan
excavation	0	1	0	0	0	1	0	0	1	0	penggalian
exceed	0	1	0	0	1	0	1	0	0	0	melebihi
excel	0	1	0	0	1	0	1	0	1	1	unggul
excellence	0	0	1	0	1	0	1	0	0	1	keunggulan
excellent	0	0	0	0	1	0	1	0	0	1	bagus sekali
exchange	0	0	0	0	0	0	1	0	0	1	menukarkan
excitation	1	1	0	1	1	0	1	0	1	0	perangsangan
excite	1	1	0	1	1	0	1	0	1	0	merangsang
excited	0	1	0	0	1	0	1	0	1	1	bergairah
excitement	0	1	0	0	1	0	1	0	1	0	kegembiraan
exciting	0	1	0	0	1	0	1	0	1	0	seru
exclaim	0	0	0	0	0	0	0	0	1	0	berseru
excluded	0	0	1	0	0	1	0	1	0	0	pengecualian
excluding	0	0	0	0	0	1	0	1	0	0	tidak termasuk
exclusion	0	0	1	1	0	1	0	1	0	0	pengecualian
excrement	0	0	1	0	0	1	0	0	0	0	kotoran
excretion	0	0	1	0	0	0	0	0	0	0	pengeluaran
excruciating	0	0	0	1	0	1	0	0	0	0	mengerikan
execution	1	0	0	1	0	1	0	1	0	1	eksekusi
executioner	1	0	0	1	0	1	0	1	0	0	algojo
executor	0	0	0	0	0	0	0	0	0	1	pelaksana
exhausted	0	0	0	0	0	1	0	1	0	0	lelah
exhaustion	0	1	0	0	0	1	0	1	0	0	kelelahan
exhaustive	0	0	0	0	0	0	0	0	0	1	lengkap
exhilaration	0	0	0	0	1	0	1	0	1	0	kegembiraan
exigent	0	1	1	1	0	1	0	0	1	0	darurat
exile	1	0	0	1	0	1	0	1	0	0	mengasingkan
exorcism	0	0	0	1	0	1	0	1	0	0	pengusiran setan
expect	0	1	0	0	0	0	1	0	1	1	mengharapkan
expectancy	0	1	0	0	0	0	0	0	0	0	harapan
expectant	0	1	0	0	0	0	0	0	0	0	harapan
expectation	0	1	0	0	0	0	1	0	0	0	ekspektasi
expected	0	1	0	0	0	0	0	0	0	0	mengharapkan
expecting	0	1	0	0	0	0	0	0	0	0	mengharapkan
expedient	0	0	0	0	1	0	1	0	0	1	bijaksana
expedition	0	1	0	0	0	0	1	0	0	0	ekspedisi
expel	1	0	1	1	0	1	0	1	0	0	mengeluarkan
experienced	0	0	0	0	0	0	1	0	0	1	berpengalaman
experiment	0	1	0	0	0	0	0	0	1	0	percobaan
expert	0	0	0	0	0	0	1	0	0	1	ahli
expertise	0	0	0	0	0	0	1	0	0	1	keahlian
expire	0	0	0	0	0	1	0	1	0	0	berakhir
explain	0	0	0	0	0	0	1	0	0	1	menjelaskan
expletive	1	0	0	0	0	1	0	0	0	0	kata lontaran
explode	1	0	0	1	0	1	0	1	1	0	meledak
explore	0	1	0	0	0	0	0	0	0	0	mengeksplorasi
explosion	0	0	0	1	0	1	0	0	1	0	ledakan
explosive	1	1	0	1	0	1	0	0	1	0	eksplosif
expose	0	1	0	1	0	0	0	0	0	0	membuka
expulsion	1	0	1	1	0	1	0	1	0	0	pengusiran
exquisite	0	0	0	0	1	0	1	0	0	0	sangat indah
exterminate	0	0	0	1	0	1	0	1	0	0	memusnahkan
extermination	1	0	0	1	0	1	0	0	0	0	pemusnahan
extinct	0	0	0	0	0	1	0	1	0	0	punah
extinguish	1	0	0	0	0	1	0	0	0	0	memadamkan
extrajudicial	0	0	0	1	0	1	0	0	0	0	di luar hukum
extricate	0	1	0	0	0	0	1	0	0	0	melepaskan
exuberance	0	0	0	0	1	0	1	0	0	0	kemewahan
eyewitness	0	0	0	0	0	0	0	0	0	1	saksi mata
fabrication	0	0	0	0	0	1	0	0	0	1	pembuatan
fact	0	0	0	0	0	0	0	0	0	1	fakta
facts	0	0	0	0	0	0	1	0	0	1	fakta
faculty	0	0	0	0	0	0	1	0	0	1	fakultas
faeces	0	0	1	0	0	1	0	0	0	0	kotoran
failing	1	1	0	1	0	1	0	1	0	0	kegagalan
failure	0	0	1	1	0	1	0	1	0	0	kegagalan
fain	0	1	0	0	1	0	1	0	0	1	paksaan
fainting	0	0	0	1	0	1	0	1	1	0	pingsan
fairly	0	0	0	0	0	0	1	0	0	1	cukup
faith	0	1	0	0	1	0	1	0	0	1	keyakinan
faithful	0	0	0	0	0	0	1	0	0	1	setia
faithless	0	0	0	0	0	1	0	1	0	0	tidak setia
fall	0	0	0	0	0	1	0	1	0	0	jatuh
fallacious	1	0	0	0	0	1	0	0	0	0	keliru
falling	0	0	0	0	0	1	0	1	0	0	jatuh
falsehood	1	0	0	0	0	1	0	0	0	1	dusta
falsification	1	0	0	0	0	1	0	0	0	0	pemalsuan
falsify	0	0	1	0	0	1	0	0	0	0	memalsukan
falsity	0	0	1	0	0	1	0	0	0	0	kepalsuan
falter	0	0	0	1	0	1	0	0	0	0	bimbang
familiar	0	0	0	0	0	0	1	0	0	1	akrab
familiarity	0	1	0	0	1	0	1	0	0	1	keakraban
famine	0	0	0	0	0	1	0	1	0	0	kelaparan
fanaticism	0	0	0	1	0	0	0	0	0	0	fanatisme
fancy	0	1	0	0	1	0	1	0	0	0	menyukai
fanfare	0	1	0	0	1	0	1	0	1	0	keriuhan di pawai
fang	0	0	0	1	0	0	0	0	0	0	taring
fangs	0	0	0	1	0	0	0	0	0	0	taring
farcical	0	0	1	0	0	1	0	0	0	0	lucu
farm	0	1	0	0	0	0	0	0	0	0	tanah pertanian
fat	0	0	1	0	0	1	0	1	0	0	gemuk
fatal	1	0	0	1	0	1	0	1	0	0	fatal
fatality	0	0	0	1	0	1	0	1	0	0	kematian
fate	0	1	0	0	0	1	0	0	0	0	takdir
father	0	0	0	0	0	0	0	0	0	1	ayah
fatigued	0	0	0	0	0	1	0	1	0	0	lelah
fatty	0	0	1	0	0	1	0	1	0	0	berlemak
fault	0	0	0	0	0	1	0	1	0	0	kesalahan
faultless	0	0	0	0	0	0	1	0	0	1	sempurna
favorable	0	1	0	0	1	0	1	0	1	1	baik
favorite	0	0	0	0	1	0	1	0	0	1	favorit
fear	1	0	0	1	0	1	0	0	0	0	takut
fearful	0	0	0	1	0	1	0	1	0	0	takut
fearfully	0	0	0	1	0	1	0	1	1	0	dengan ketakutan
fearing	0	0	0	1	0	1	0	0	0	0	takut
fearless	0	0	0	1	0	0	1	0	0	0	tak kenal takut
feat	0	1	0	0	1	0	1	0	1	0	prestasi
fecal	0	0	1	0	0	1	0	0	0	0	tinja
feces	0	0	1	0	0	1	0	0	0	0	kotoran
fee	1	0	0	0	0	1	0	0	0	0	biaya
feeble	0	0	0	0	0	1	0	1	0	0	lemah
feeling	1	1	1	1	1	1	1	1	1	1	merasa
felicity	0	0	0	0	1	0	1	0	0	0	bakat
fell	0	0	0	0	0	1	0	1	0	0	menjatuhkan
fellow	0	0	0	0	0	0	1	0	0	1	sesama
felon	0	0	0	1	0	1	0	0	0	0	penjahat
fenced	1	0	0	0	0	0	0	0	0	0	berpagar
fender	0	0	0	0	0	0	0	0	0	1	spatbor
ferment	0	1	0	0	0	1	0	0	0	0	bergejolak
fermentation	0	1	0	0	0	0	0	0	0	0	fermentasi
ferocious	1	0	1	1	0	1	0	0	0	0	ganas
ferocity	1	0	0	0	0	1	0	0	0	0	keganasan
fervor	1	0	0	0	1	0	1	0	0	0	semangat
festival	0	1	0	0	1	0	1	0	1	0	festival
festive	0	0	0	0	1	0	1	0	0	0	meriah
fete	0	1	0	0	1	0	1	0	1	0	pesta
feud	1	0	0	0	0	1	0	0	0	0	bermusuhan
feudalism	1	0	0	0	0	1	0	1	0	0	feodalisme
fever	0	0	0	1	0	0	0	0	0	0	demam
fib	1	0	0	0	0	1	0	0	0	0	bikinan
fidelity	0	0	0	0	1	0	1	0	0	1	kesetiaan
fiend	1	0	1	1	0	1	0	0	0	0	iblis
fierce	1	0	1	1	0	1	0	0	0	0	garang
fiesta	0	1	0	0	1	0	1	0	1	1	pesta
fight	1	0	0	1	0	1	0	0	0	0	bertarung
fighting	1	0	0	0	0	1	0	0	0	0	berkelahi
fill	0	0	0	0	0	0	0	0	0	1	mengisi
filth	0	0	1	0	0	1	0	0	0	0	kotoran
filthy	0	0	1	0	0	1	0	0	0	0	kotor
finally	0	1	1	0	1	0	1	0	1	1	akhirnya
fire	0	0	0	1	0	0	0	0	0	0	api
firearms	1	0	0	1	0	1	0	0	0	0	senjata api
fireman	0	0	0	0	0	0	0	0	0	1	pemadam kebakaran
firmness	0	0	0	0	0	0	1	0	0	1	ketegasan
firstborn	0	1	0	0	1	0	1	0	0	1	sulung
fits	1	0	0	0	0	1	0	0	0	0	cocok
fitting	0	1	0	0	1	0	1	0	0	1	tepat
fixed	0	0	0	0	0	0	0	0	0	1	tetap
flabby	0	0	1	0	0	1	0	0	0	0	lembek
flaccid	0	0	0	0	0	1	0	1	0	0	lembek
flagrant	1	0	1	0	0	1	0	0	0	0	menyolok
flagship	0	0	0	0	0	0	0	0	0	1	unggulan
flange	0	0	0	0	0	0	0	0	0	1	Penghubung jalur pipa
flattering	0	0	0	0	1	0	1	0	0	0	menyanjung
flatulence	0	0	1	0	0	1	0	0	0	0	perut kembung
flaw	0	0	0	0	0	1	0	1	0	0	kekurangan
flea	0	0	1	0	0	1	0	0	0	0	kutu
fled	0	0	0	1	0	0	0	0	0	0	melarikan diri
flee	0	0	0	1	0	1	0	0	0	0	kabur
fleece	1	0	1	0	0	1	0	1	0	0	bulu domba
flesh	0	0	1	0	0	0	0	0	0	0	daging
flinch	0	1	1	1	0	1	0	1	1	0	mengernyit
flirt	0	1	0	0	1	1	1	0	1	1	penggoda
flog	1	0	1	1	0	1	0	1	0	0	mencambuk
flood	0	0	0	1	0	0	0	0	0	0	banjir
flop	0	0	1	0	0	1	0	1	0	0	kegagalan
flounder	0	0	0	1	0	1	0	1	0	0	menggelepar
flu	0	0	0	1	0	1	0	0	0	0	flu
fluctuation	1	0	0	1	0	1	0	0	0	0	fluktuasi
fluke	0	0	0	0	0	0	0	0	1	0	kebetulan
flying	0	0	0	1	0	0	1	0	0	0	penerbangan
foe	1	0	0	1	0	1	0	0	0	0	musuh
follower	0	0	0	0	0	0	0	0	0	1	pengikut
fondness	0	0	0	0	1	0	1	0	0	0	kesukaan
food	0	0	0	0	1	0	1	0	0	1	makanan
fool	0	0	1	0	0	1	0	0	0	0	bodoh
football	0	1	0	0	1	0	1	0	0	0	sepak bola
footing	0	0	0	0	0	0	0	0	0	1	pijakan
foray	1	0	0	0	0	1	0	0	0	0	perampokan
forbid	0	0	0	0	0	1	0	1	0	0	melarang
forbidding	1	0	0	1	0	1	0	0	0	0	mengejuntukan
force	1	0	0	1	0	1	0	0	0	0	memaksa
forced	0	0	0	1	0	1	0	0	0	0	dipaksa
forcibly	1	0	0	1	0	1	0	0	0	0	secara paksa
forearm	1	1	0	0	0	0	0	0	0	0	lengan bawah
foreboding	0	1	0	1	0	1	0	0	0	0	firasat
forecast	0	1	0	0	0	0	0	0	0	1	ramalan
foreclose	0	0	0	1	0	1	0	1	0	0	menyita
forefathers	0	0	0	0	1	0	1	0	0	1	nenek moyang
foreigner	0	0	0	1	0	1	0	0	0	0	orang asing
foresee	0	1	0	0	0	0	1	0	1	1	meramalkan
foreseen	0	1	0	0	0	0	1	0	0	0	diramalkan
foresight	0	1	0	0	0	0	1	0	0	1	tinjauan ke masa depan
forewarned	0	1	0	1	0	1	0	0	0	0	diperingatkan sebelumnya
forfeit	1	0	0	0	0	1	0	1	0	0	kehilangan
forfeiture	0	0	0	1	0	1	0	1	0	0	kehilangan
forgiving	0	0	0	0	0	0	1	0	0	1	memaafkan
forgotten	0	0	0	1	0	1	0	1	0	0	terlupakan
forlorn	0	0	0	0	0	1	0	1	0	0	sedih
formality	0	0	0	0	0	0	0	0	0	1	formalitas
formative	0	0	0	0	0	0	1	0	0	1	formatif
formidable	0	0	0	1	0	0	0	0	0	0	hebat
forming	0	1	0	0	0	0	0	0	0	0	membentuk
formula	0	0	0	0	0	0	1	0	0	1	rumus
forsake	0	0	0	0	0	1	0	1	0	0	meninggalkan
forsaken	1	0	0	0	0	1	0	1	0	0	ditinggalkan
fort	0	0	0	0	0	0	0	0	0	1	benteng
fortitude	0	0	0	0	1	0	1	0	0	1	ketabahan
fortress	0	0	0	1	0	0	1	1	0	1	benteng
fortune	0	1	0	0	1	0	1	0	1	1	harta benda
foul	1	0	1	1	0	1	0	0	0	0	busuk
found	0	0	0	0	1	0	1	0	0	1	ditemukan
fragile	0	0	0	1	0	1	0	1	0	0	rentan
frailty	0	0	0	0	0	1	0	1	0	0	kelemahan
framework	0	0	0	0	0	0	0	0	0	1	kerangka
frank	0	0	0	0	0	0	1	0	0	1	jujur
frankness	0	0	0	0	0	0	1	0	0	1	keterusterangan
frantic	0	1	1	1	0	1	0	0	1	0	panik
fraternal	0	0	0	0	1	0	1	0	0	1	persaudaraan
fraud	1	0	0	0	0	1	0	0	0	0	tipuan
fraudulent	1	0	1	0	0	1	0	0	0	0	curang
fraught	0	0	0	1	0	1	0	1	0	0	penuh
frayed	0	0	0	0	0	1	0	1	0	0	berjumbai
freakish	0	0	1	1	0	1	0	0	1	0	aneh
freedom	0	0	0	0	1	0	1	0	0	1	kebebasan
freely	0	0	0	0	1	0	1	0	0	1	bebas
frenetic	1	0	0	1	0	1	0	0	1	0	fanatik
frenzied	1	0	0	1	0	1	0	0	0	0	hiruk pikuk
fret	0	0	0	1	0	1	0	0	0	0	resah
friction	1	0	0	0	0	0	0	0	0	0	gesekan
friend	0	0	0	0	1	0	1	0	0	1	teman
friendliness	0	0	0	0	1	0	1	0	0	1	keramahan
friendly	0	1	0	0	1	0	1	0	0	1	ramah
friendship	0	0	0	0	1	0	1	0	0	1	persahabatan
frigate	0	0	0	1	0	0	0	0	0	0	kapal fregat
fright	0	0	0	1	0	1	0	0	1	0	ketakutan
frighten	0	0	0	1	0	1	0	1	1	0	menakuti
frightened	0	0	0	1	0	1	0	0	1	0	takut
frightful	1	0	0	1	0	1	0	1	0	0	mengerikan
frisky	0	1	0	0	1	0	1	0	1	0	lincah
frolic	0	0	0	0	1	0	1	0	0	0	bersenda gurau
frown	0	0	0	0	0	1	0	1	0	0	cemberut
frowning	1	0	1	0	0	1	0	1	0	0	mengerutkan kening
fruitless	0	0	0	0	0	1	0	1	0	0	tidak berbuah
frustrate	1	0	1	0	0	1	0	1	0	0	menggagalkan
frustrated	1	0	0	0	0	1	0	0	0	0	frustrasi
frustration	1	0	0	0	0	1	0	0	0	0	frustrasi
fugitive	1	0	1	1	0	1	0	1	0	1	buronan
fulfill	0	0	0	0	1	0	1	0	0	0	memenuhi
fulfillment	0	1	0	0	1	0	1	0	0	1	pemenuhan
fully	0	0	0	0	0	0	1	0	0	1	sepenuhnya
fuming	1	0	0	0	0	1	0	0	0	0	marah
fun	0	1	0	0	1	0	1	0	0	0	seru
fundamental	0	0	0	0	0	0	1	0	0	1	mendasar
funeral	0	0	0	0	0	0	0	1	0	0	upacara pemakaman
fungus	0	0	1	0	0	1	0	0	0	0	jamur
funk	0	0	0	0	0	1	0	1	0	0	pengecut
furious	1	0	1	0	0	1	0	0	0	0	sangat marah
furiously	1	0	0	0	0	0	0	0	0	0	dengan marah
furnace	1	0	0	0	0	0	0	0	0	0	perapian
furor	1	0	0	0	0	1	0	0	0	0	kehebohan
furrow	0	0	0	0	0	0	0	1	0	0	alur
fury	1	0	0	1	0	1	0	1	0	0	kemarahan
fuse	0	0	0	0	0	0	1	0	0	1	sekering
fuss	1	0	0	0	0	1	0	1	0	0	keributan
fussy	0	0	1	0	0	1	0	0	0	0	cerewet
futile	0	0	0	0	0	1	0	1	0	0	sia-sia
gaby	0	0	1	0	0	1	0	0	0	0	orang bodoh
gag	0	0	1	0	0	1	0	0	0	0	muntah
gage	0	0	0	0	0	0	0	0	0	1	pengukur
gain	0	1	0	0	1	0	1	0	0	0	memperoleh
gall	1	0	1	0	0	1	0	0	0	0	empedu
gallows	1	0	0	1	0	1	0	1	0	0	tiang gantungan
gambler	0	1	0	0	0	1	0	0	1	0	penjudi
gambling	0	1	0	0	0	1	0	0	1	0	berjudi
gang	1	0	0	1	0	1	0	0	0	0	gang
gape	0	0	0	0	0	0	0	0	1	0	melongo
garbage	0	0	1	0	0	1	0	0	0	0	sampah
garden	0	0	0	0	1	0	1	0	0	0	kebun
garish	0	0	1	0	0	1	0	0	1	0	menyolok
garrison	0	0	0	0	0	0	1	0	0	1	garnisun
gash	0	0	0	1	0	1	0	0	0	0	luka
gasp	0	0	0	0	0	0	0	0	1	0	terkesiap
gasping	0	0	0	1	0	1	0	0	0	0	terengah-engah
gate	0	0	0	0	0	0	0	0	0	1	gerbang
gateway	0	0	0	0	0	0	0	0	0	1	pintu gerbang
gauging	0	0	0	0	0	0	0	0	0	1	mengukur
gawk	0	0	0	0	0	0	0	0	1	0	melongo
gazette	0	0	0	0	0	0	1	0	0	1	surat kabar
gelatin	0	0	1	0	0	0	0	0	0	0	agar-agar
gem	0	0	0	0	1	0	1	0	0	0	permata
general	0	0	0	0	0	0	1	0	0	1	umum
generosity	0	1	0	0	1	0	1	0	1	1	kemurahan hati
generous	0	0	0	0	1	0	1	0	0	1	dermawan
genial	0	0	0	0	1	0	1	0	0	0	ramah
gent	1	0	1	1	0	1	0	0	0	0	pria
gentleman	0	0	0	0	0	0	1	0	0	1	pria
gentry	0	0	0	0	0	0	1	0	0	1	bangsawan
genuine	0	0	0	0	0	0	1	0	0	1	tulus
geriatric	0	0	0	0	0	1	0	1	0	0	geriatrik
germ	0	1	1	0	0	0	0	0	0	0	kuman
germination	0	1	0	0	0	0	0	0	0	0	pengecambahan
ghastly	0	0	1	1	0	1	0	0	0	0	mengerikan
ghetto	0	0	1	1	0	1	0	1	0	0	ghetto
ghost	0	0	0	1	0	0	0	0	0	0	hantu
ghostly	0	0	0	1	0	1	0	0	0	0	remang
giant	0	0	0	1	0	0	0	0	0	0	raksasa
gibberish	1	0	0	0	0	1	0	0	0	0	omong kosong
gift	0	1	0	0	1	0	1	0	1	0	hadiah
giggle	0	0	0	0	1	0	1	0	0	0	cekikikan
girder	0	0	0	0	0	0	1	0	0	1	balok
glad	0	1	0	0	1	0	1	0	0	0	senang
gladiator	0	0	0	1	0	0	0	0	0	0	budak
gladness	0	0	0	0	1	0	1	0	0	0	kegembiraan
glare	1	0	0	1	0	1	0	0	0	0	silau
glaring	1	0	0	0	0	1	0	0	0	0	menyolok
glee	0	0	0	0	1	0	1	0	0	0	lagu
glide	0	1	0	0	1	0	1	0	0	0	meluncur
glimmer	0	1	0	0	1	0	1	0	1	0	cahaya redup
glitter	0	0	1	0	1	0	0	0	0	0	berkilau
gloom	0	0	0	0	0	1	0	1	0	0	kesuraman
gloomy	0	0	0	0	0	1	0	1	0	0	muram
glorification	0	0	0	0	1	0	1	0	0	0	pemujaan
glorify	0	1	0	0	1	0	1	0	1	1	memuliakan
glory	0	1	0	0	1	0	1	0	0	1	Kemuliaan
glow	0	1	0	0	1	0	1	0	0	1	binar
glum	0	0	0	0	0	1	0	1	0	0	murung
glut	0	0	1	0	0	1	0	0	0	0	kekenyangan
gluttony	0	0	1	0	0	1	0	0	0	0	kerakusan
gnome	1	0	1	1	0	1	0	0	0	0	jembalang
gob	0	0	1	0	0	0	0	0	0	0	pelayar
goblin	0	0	1	1	0	1	0	0	0	0	goblin
god	0	1	0	1	1	0	1	0	0	1	Tuhan
godless	1	0	0	0	0	1	0	0	0	0	tak bertuhan
godly	0	0	0	0	1	0	1	0	0	1	saleh
godsend	0	0	0	0	1	0	1	0	1	0	rahmat
gonorrhea	1	0	1	1	0	1	0	1	0	0	gonorea
goo	0	0	1	0	0	1	0	0	0	0	zat yang lengket dan kental
good	0	1	0	0	1	0	1	0	1	1	bagus
goodness	0	1	0	0	1	0	1	0	1	1	kebaikan
gore	1	0	1	1	0	1	0	1	0	0	menanduk
gorge	0	0	1	0	0	1	0	0	0	0	jurang
gorgeous	0	0	0	0	1	0	1	0	0	0	sangat indah
gory	1	0	1	1	0	1	0	1	0	0	berdarah
gospel	0	0	0	0	0	0	1	0	0	1	Injil
govern	0	0	0	0	0	0	1	0	0	1	memerintah
governess	0	0	0	0	0	0	0	0	0	1	pengasuh
grab	1	0	0	0	0	1	0	0	0	0	merebut
gradual	0	1	0	0	0	0	0	0	0	0	bertahap
graduation	0	1	0	1	1	0	1	0	1	1	kelulusan
grammar	0	0	0	0	0	0	0	0	0	1	tata bahasa
grandchildren	0	1	0	0	1	0	1	0	0	1	cucu
grandfather	0	0	0	0	0	0	0	0	0	1	kakek
grant	0	1	0	0	1	0	1	0	0	1	menganugerahkan
grasping	0	1	0	0	0	1	0	0	0	0	tamak
grated	1	0	0	0	0	1	0	0	0	0	parut
gratify	0	0	0	0	1	0	1	0	1	0	memuaskan
grating	1	0	1	0	0	1	0	0	0	0	kisi
gratitude	0	0	0	0	1	0	1	0	0	0	rasa syukur
gratuitous	0	0	1	0	0	0	0	0	0	0	serampangan
grave	0	0	0	1	0	1	0	1	0	0	kuburan
gravitate	0	1	0	0	0	0	0	0	0	0	condong
gray	0	0	1	0	0	0	0	1	0	0	Abu-abu
greasy	0	0	1	0	0	0	0	0	0	0	berminyak
greatness	0	0	0	0	1	0	1	0	1	1	kebesaran
greed	1	0	1	0	0	1	0	0	0	0	ketamakan
greedy	0	0	1	0	0	1	0	0	0	0	tamak
green	0	0	0	0	1	0	1	0	0	1	hijau
greeting	0	0	0	0	0	0	1	0	1	0	salam
grenade	0	0	0	1	0	1	0	0	0	0	granat
grief	0	0	0	0	0	1	0	1	0	0	duka
grievance	1	0	1	0	0	1	0	1	0	0	keluhan
grieve	0	0	0	1	0	1	0	1	0	0	bersedih
grievous	1	0	0	1	0	1	0	1	0	0	menyedihkan
grim	1	1	1	1	0	1	0	1	0	0	suram
grime	0	0	1	0	0	1	0	0	0	0	kotoran
grimy	0	0	1	0	0	1	0	0	0	0	kotor
grin	0	1	0	0	1	0	1	0	1	1	menyeringai
grisly	0	0	1	1	0	1	0	0	0	0	mengerikan
grit	0	0	0	0	0	0	1	0	0	1	menggertakkan
grizzly	0	0	0	1	0	1	0	0	0	0	grizzly
groan	0	0	1	0	0	1	0	1	0	0	mengerang
grope	1	0	1	1	0	1	0	0	0	0	merogoh
gross	0	0	1	0	0	1	0	0	0	0	bruto
grotesque	0	0	1	0	0	1	0	0	0	0	fantastis
ground	0	0	0	0	0	0	0	0	0	1	tanah
grounded	0	0	0	1	0	1	0	1	0	0	dihukum
grow	0	1	0	0	1	0	1	0	0	1	tumbuh
growl	1	0	0	1	0	1	0	0	0	0	menggeram
growling	1	0	1	1	0	1	0	0	0	0	menggeram
grudge	1	0	0	0	0	1	0	0	0	0	sakit hati
gruesome	0	0	1	0	0	1	0	0	0	0	mengerikan
gruff	1	0	1	0	0	1	0	0	0	0	kasar
grumble	1	0	1	0	0	1	0	0	0	0	ngomel
grumpy	1	0	1	0	0	1	0	1	0	0	pemarah
guarantee	0	0	0	0	0	0	1	0	0	1	menjamin
guard	0	0	0	1	0	0	1	0	0	1	penjaga
guarded	0	0	0	0	0	0	0	0	0	1	dijaga
guardian	0	0	0	0	0	0	1	0	0	1	wali
guardianship	0	0	0	0	0	0	1	0	0	1	perwalian
guerilla	0	0	0	1	0	1	0	0	0	0	gerilya
guess	0	0	0	0	0	0	0	0	1	0	Tebak
guidance	0	0	0	0	0	0	1	0	0	1	panduan
guide	0	0	0	0	0	0	1	0	0	1	memandu
guidebook	0	0	0	0	0	0	1	0	0	1	buku panduan
guillotine	1	1	1	1	0	1	0	1	0	0	guillotine
guilt	0	0	1	0	0	1	0	1	0	0	kesalahan
guilty	1	0	0	0	0	1	0	1	0	0	bersalah
gullible	0	0	0	0	0	1	0	1	0	1	mudah dibodohi
gulp	0	0	0	1	0	0	0	0	1	0	meneguk
gun	1	0	0	1	0	1	0	0	0	0	senjata
gunpowder	0	0	0	1	0	0	0	0	0	0	bubuk mesiu
gush	0	0	1	0	1	1	0	0	0	0	membesut
gusset	0	0	0	0	0	0	0	0	0	1	buhul
gut	0	0	1	0	0	0	0	0	0	0	usus
gutter	0	0	1	0	0	0	0	0	0	0	selokan
habitual	0	1	0	0	0	0	0	0	0	0	biasa
hag	0	0	1	1	0	1	0	0	0	0	perempuan
haggard	0	0	0	0	0	1	0	1	0	0	cekung
hail	0	0	0	0	0	1	1	0	0	1	hujan es
hairy	0	0	1	0	0	1	0	0	0	0	berbulu
hallucination	0	0	0	1	0	1	0	0	0	0	halusinasi
halter	1	0	0	1	0	1	0	1	0	0	halter
halting	0	0	0	1	0	1	0	1	0	0	berhenti
hamstring	1	0	0	0	0	1	0	1	0	0	melumpuhkan
handbook	0	0	0	0	0	0	0	0	0	1	buku pegangan
handicap	0	0	0	0	0	1	0	1	0	0	rintangan
hanging	1	0	1	1	0	1	0	1	0	0	gantung
hangman	0	0	0	1	0	1	0	0	0	0	algojo
hankering	0	1	0	0	0	0	0	0	0	0	keinginan besar
hap	0	1	0	0	0	0	0	0	1	0	terjadi
happen	0	1	0	0	0	0	0	0	0	0	terjadi
happily	0	0	0	0	1	0	1	0	0	0	dengan senang hati
happiness	0	1	0	0	1	0	1	0	0	0	kebahagiaan
happy	0	1	0	0	1	0	1	0	0	1	senang
harass	1	0	1	0	0	1	0	0	0	0	mengganggu
harassing	1	0	0	0	0	0	0	0	0	0	melecehkan
